,id,lng,lat,max_vis,avg_daily_view,3cluster,height,closest_dist,closest_lat,closest_lng,id_list
1993,26675,-8.337534,41.288466,69,977.0,0,348.9779052734375,0.4692743920541115,41.288463,-8.337531,[26674]
1994,23211,-9.170038,38.714379,69,977.0,1,82.21574401855469,0.5488699069885188,38.714374,-9.170038,[23212]
1995,30677,-8.608839999999999,41.13786500000001,69,977.0,0,49.338356018066406,2.7510253968381915,41.137889,-8.608847,[30679 30680]
1996,18373,-9.368241,38.821108,69,978.0,1,155.2220916748047,1.3896468567593576,38.82112,-9.368245,[18374]
1997,6839,-8.686671,37.096458,69,979.0,2,39.27822494506836,0.39774136637515256,37.096461,-8.686669,[6838]
1998,19413,-8.477632,41.329711,69,979.0,0,93.60503387451172,1.0144964121603066,41.32972,-8.477634,[19414]
1999,29947,-7.640153999999999,41.502011,145,980.0,0,736.4571533203125,30253.75538336437,41.721215,-7.4764240000000015,[29902]
2000,25955,-8.588523,41.214615,69,983.0,0,70.80406951904297,0.3127487698661421,41.214613,-8.588525,[25954]
2001,16870,-8.741405,41.37537,69,983.0,0,29.605609893798828,0.6761621507005501,41.375371,-8.741399000000001,[16871]
2002,31756,-8.661221000000001,41.190332,69,983.0,0,77.68826293945312,0.4397080760229706,41.190328,-8.661221000000001,[31755]
2003,31945,-8.66119,41.190236,69,984.0,0,77.68941497802734,0.8864182115786251,41.19022800000001,-8.661189,[31946]
2004,32769,-8.561258,41.081847,69,985.0,0,134.6468658447266,3.1134623443867837,41.081847,-8.561286,[32768]
2005,18881,-9.342022,38.775762,69,985.0,1,161.7998809814453,0.548601476221398,38.775757,-9.342022,[18880]
2006,3475,-8.787957,39.159342,69,985.0,1,52.54584884643555,112.75835273083165,39.159454,-8.786949,[3473]
2007,31788,-8.652133000000001,41.182269,69,985.0,0,79.4435806274414,3.1463840035801365,41.182287,-8.652155,[31787]
2008,28069,-8.559904,41.337745,69,985.0,0,39.63077163696289,79.13748967157261,41.338072,-8.55927,[28091]
2009,21971,-8.367515,41.57366,69,986.0,0,234.6934356689453,0.156418852795809,41.573661,-8.367516,[21970]
2010,16823,-8.744465,41.375273,69,986.0,0,25.95025825500488,0.5559754185204833,41.375273,-8.74446,[16824]
2011,31532,-9.150147,38.636571,69,988.0,1,19.72451400756836,2.30406979873817,38.636583,-9.15013,[31524]
2012,1446,-9.154964,38.680708,69,988.0,1,47.68468856811523,56.58293952621224,38.681112,-9.154648,[1458]
2013,27100,-9.304493,38.78818,69,988.0,1,183.5460510253906,0.7860624137791498,38.788181,-9.304486,[27099]
2014,49305,-8.592369999999999,40.66199500000001,88,991.0,0,19.9995059967041,231.98531139955344,40.660135,-8.591385,[49304]
2015,17375,-8.89453,38.52505,69,991.0,1,6.130411624908447,46.89492974763383,38.52515,-8.89412,[17519 17518]
2016,17572,-8.889489999999997,38.52605,69,992.0,1,7.17460298538208,3.533967113591487,38.526075,-8.88947,[49133]
2017,8039,-9.178416,38.757056,89,993.0,1,89.96663665771484,0.2480063398398875,38.757057,-9.178414,[8040]
2018,17439,-8.991808,38.52983,69,993.0,1,111.6608657836914,0.22239016762039024,38.52983,-8.991806,[17438]
2019,6614,-8.301668,41.446989,69,993.0,0,187.1676025390625,0.4962417686880479,41.446987,-8.301672,[6613]
2020,16830,-8.760325,41.431131,69,994.0,0,22.94173622131348,0.4690170980723006,41.431134,-8.760322,[16829]
2021,26639,-8.28178,41.208262,69,994.0,0,294.0561828613281,0.6602130107528947,41.208256,-8.28178,[26638]
2022,31752,-8.661441,41.190291,69,995.0,0,77.4847183227539,0.4535496816162287,41.190287,-8.661439999999999,[31751]
2023,21795,-9.208456,38.753416,69,996.0,1,84.5715560913086,0.2460796597224885,38.753414,-9.208455,[21794]
2024,31524,-9.15013,38.636583,69,996.0,1,19.69350814819336,1.7996441113817474,38.636594,-9.150118,[31535 31534]
2025,11660,-9.326284,38.914506,69,996.0,1,216.9054412841797,0.22239016726672825,38.914506,-9.326286,[11661]
2026,22514,-8.4675,41.09161,69,997.0,0,69.67138671875,0.6255955033888128,41.091606,-8.467504,[22513]
2027,5730,-9.099828,38.75497,89,997.0,1,24.06893539428711,0.3993737930967377,38.754972,-9.099831,[5731]
2028,21854,-9.21882,38.747927,69,997.0,1,107.7524566650391,106.79148348007195,38.746956,-9.218759,[21855]
2029,31864,-8.693328,41.187558,69,997.0,0,6.1133670806884775,0.7817645047250812,41.187553,-8.693323,[31863]
2030,2981,-9.078245,38.66092800000001,69,998.0,1,12.57887077331543,0.3511917564093131,38.660929,-9.078242,[2982]
2031,27269,-9.397114,38.818717,69,998.0,1,132.27348327636722,2.928243130783174,38.81873,-9.397091,[27268]
2032,48884,-8.6506,42.029889,162,998.0,0,37.95414352416992,23883.015519277906,41.818663,-8.600404,[47333]
2033,28072,-8.557564999999999,41.34245900000001,69,999.0,0,32.68548583984375,44.86303589404683,41.342056,-8.557502000000001,[28043]
2034,12912,-8.954419999999997,38.708953,69,1000.0,1,13.2725830078125,85.67007277684417,38.709241,-8.953704,[45330 45331]
2035,19432,-8.472161,41.343952,69,1000.0,0,61.674293518066406,0.492943087688724,41.343948,-8.472159,[19433]
2036,26673,-8.340428,41.288496,69,1001.0,0,350.8462829589844,0.3512596062163253,41.28849500000001,-8.340431,[26672]
2037,31288,-8.606236,41.119689,69,1001.0,0,136.94525146484378,4.056683511414526,41.119653,-8.606244,[31292 31293]
2038,28457,-8.581142,41.104812,69,1002.0,0,148.2211761474609,0.10995031506349323,41.104813,-8.581142,[28458]
2039,2826,-8.621799000000001,41.524424,69,1002.0,0,37.62215805053711,0.5496925714230413,41.524429,-8.621799000000001,[2825]
2040,25371,-9.183526,38.699405,69,1002.0,1,4.8163723945617685,6.261793204819652,38.699443,-9.183568,[25370]
2041,6831,-8.674686,37.09359,69,1003.0,2,42.16354751586914,169.59016578343636,37.093946,-8.673202,[6878]
2042,31548,-9.150031,38.636635,69,1004.0,1,19.57938957214355,1.006759038774779,38.636636,-9.15004,[31543 31542]
2043,20104,-8.821236,41.697074,75,1005.0,0,6.314228057861327,2.3326998818357763,41.697083,-8.821255,[20103 20102]
2044,31519,-9.15031,38.636483,69,1005.0,1,19.92240715026855,2.1828469447007297,38.636488,-9.150291,[31520]
2045,20105,-8.821236,41.697074,75,1005.0,0,6.314228057861327,2.3326998818357763,41.697083,-8.821255,[20103 20102]
2046,29953,-7.912777,40.651461,145,1005.0,0,489.814697265625,10.791161766261899,40.651433,-7.912684,[29954]
2047,28058,-8.547385,41.313824,69,1006.0,0,85.76380920410156,1518.1881873011905,41.325271,-8.555019,[28020]
2048,22041,-8.4528,41.526129,69,1006.0,0,190.2811584472656,0.31280365534679283,41.526127,-8.452798,[22040]
2049,21710,-8.472788000000001,41.488292,69,1006.0,0,192.7143707275391,0.469193440087914,41.488295,-8.472785,[21711]
2050,12770,-8.970151,38.705801,69,1006.0,1,12.159244537353521,54.484483821406485,38.706279,-8.970282000000003,[2414]
2051,19646,-8.410499,39.602852,75,1007.0,1,53.28424835205078,0.3482281508333259,39.602855,-8.410498,[19645]
2052,12877,-8.570207,38.6793,69,1008.0,1,122.9854965209961,2.4487616346456,38.679299,-8.570185,[12876]
2053,6315,-7.503449000000002,40.13912,69,1008.0,0,494.6463012695312,96.05354707821905,40.139028,-7.50259,[6314]
2054,6751,-8.305283,41.44683,69,1008.0,0,201.2648773193359,28.991498222719606,41.446718,-8.305047,[6431]
2055,45087,-9.197035,38.76168,69,1009.0,1,86.64017486572266,0.4581244783062902,38.761679,-9.197031,[45088]
2056,45094,-8.582307,41.162802,69,1009.0,0,97.72628784179688,0.31275130306779864,41.1628,-8.582305,[45093]
2057,12861,-8.614023,38.683342,69,1009.0,1,92.59553527832031,176.71374404265583,38.682662,-8.612583,[12878 12879]
2058,30679,-8.608847,41.137889,69,1009.0,0,49.12620544433594,2.7510253968579046,41.13786500000001,-8.608839999999999,[30677 30678]
2059,2125,-8.584145,39.260356,69,1010.0,1,19.4234676361084,0.10994944531968599,39.260357,-8.584145,[2124]
2060,5061,-8.409258,40.235723,69,1010.0,0,112.4863967895508,0.1564105404132552,40.235722,-8.409259,[5062]
2061,189,-9.434784,38.710026,71,1010.0,1,53.50519943237305,0.2459527311441243,38.710024,-9.434783,[190]
2062,27150,-9.28078,38.87728,69,1010.0,1,208.2406463623047,0.22239016726672825,38.87728,-9.280782,[27151]
2063,19258,-9.265841,38.755678,69,1010.0,1,123.6831512451172,0.4528409983545091,38.755682,-9.26584,[19257]
2064,15646,-8.56818,41.160077,69,1011.0,0,54.80699920654297,119.94878584307136,41.159154,-8.567605,[2658]
2065,20688,-7.916144,40.65357,69,1012.0,0,486.3042602539062,0.6438359051660628,40.653565,-7.916147,[20689]
2066,27568,-8.468608,40.929859,69,1013.0,0,234.22088623046884,1.6534834701249943,40.929844,-8.468607,[27567]
2067,6540,-8.278648,41.468179,69,1013.0,0,212.0650177001953,0.24656918664630426,41.468177,-8.278649,[6541]
2068,11239,-9.161161,38.841862,69,1014.0,1,11.182884216308588,40.64745339892654,38.842219,-9.161064,[11324]
2069,13025,-9.177307,38.789049,69,1014.0,1,29.39972114562988,0.6250015002047904,38.789045,-9.177311,[13024]
2070,11666,-9.321158,38.923198,69,1014.0,1,259.3564453125,0.3124377095194403,38.923196,-9.32116,[11667]
2071,32735,-8.552337,41.059783,69,1015.0,0,142.1990203857422,0.2223901677972213,41.059783,-8.552335000000001,[32734]
2072,16657,-8.529738,37.117012,69,1015.0,2,14.541701316833501,0.10996515610858884,37.117013,-8.529738,[16658]
2073,26768,-8.348419999999999,41.286731,69,1015.0,0,354.0971069335938,0.597932647225315,41.286733,-8.348415,[26767]
2074,45424,-9.19641,38.761181,69,1016.0,1,83.59237670898438,51.290476452021856,38.761546,-9.196698,[45406 45407]
2075,22063,-8.432993,41.596834,69,1017.0,0,73.2212142944336,0.1099928483641519,41.596833,-8.432993,[22062]
2076,27897,-8.479582,41.31822,69,1017.0,0,111.8764495849609,0.5931651823249127,41.318225,-8.47958,[27896]
2077,27426,-9.326488,38.857857,69,1017.0,1,150.5875549316406,50.30740213267247,38.857661,-9.326079,[27519]
2078,31997,-9.18095,38.666103,69,1018.0,1,59.978981018066406,1.000755753407605,38.666103,-9.180941,[31998]
2079,20255,-8.695803999999999,41.340803,69,1018.0,0,56.14314651489258,16.621570259452227,41.340932,-8.695882000000001,[20248 20249]
2080,19645,-8.410498,39.602855,75,1019.0,1,53.28427505493164,0.3482281508498071,39.602852,-8.410499,[19646]
2081,16992,-8.702975,38.020442,145,1020.0,1,166.8475952148438,279.4475164563716,38.01896,-8.700933000000001,[16991]
2082,3878,-9.325305,38.717108,69,1021.0,1,97.0121078491211,535.5275905242181,38.713124,-9.328087,[481 482]
2083,18181,-9.326041,38.855888,69,1021.0,1,147.2139282226562,124.63709346717023,38.854778,-9.326279,[18339 18340]
2084,27676,-8.484557,40.975164,69,1021.0,0,217.6328430175781,303.9089431881212,40.976987,-8.482503,[27578 27577]
2085,27552,-9.433597,38.802911,69,1022.0,1,47.770713806152344,239.72533116143384,38.803893,-9.431671,[27266 27267]
2086,728,-8.030288,37.073332,145,1022.0,2,31.46965217590332,5.0888493223677855,37.073298,-8.030319,[727]
2087,6319,-7.49936,40.146134,69,1023.0,0,476.9810791015625,97.68590736525972,40.145308,-7.499042,[6318]
2088,1837,-9.195119,38.665615,69,1024.0,1,98.466064453125,0.5667074095278659,38.665616,-9.195114,[1836]
2089,16786,-8.746673,41.405121,69,1024.0,0,33.14796829223633,258.7307519812069,41.405515,-8.744378999999999,[16873]
2090,32602,-8.414814999999999,41.31021,69,1024.0,0,400.6836853027344,2.4265739497409435,41.310216,-8.414836,[32601]
2091,9181,-9.189903,38.748923,69,1025.0,1,72.61448669433594,16.940528540669348,38.74895,-9.189753,[9167 9168]
2092,28670,-8.626692,41.128885,69,1025.0,0,80.01358795166016,0.1563665902364569,41.128884,-8.626691000000001,[28669]
2093,45065,-9.196946,38.761839,69,1026.0,1,86.8294448852539,0.39934084395110175,38.761837,-9.196943,[45064]
2094,27485,-9.31733,38.842744,69,1026.0,1,162.5611114501953,339.19190815016583,38.84529000000001,-9.31906,[27464]
2095,22062,-8.432993,41.596833,69,1026.0,0,73.22422790527344,0.1099928483641519,41.596834,-8.432993,[22063]
2096,16829,-8.760322,41.431134,69,1028.0,0,22.93828582763672,0.4690170981814788,41.431131,-8.760325,[16830]
2097,47316,-8.529035,38.961419,109,1028.0,1,67.38681030273439,387.68290796637,38.963073,-8.532114,[47718]
2098,12733,-8.95376,38.71003,69,1028.0,1,16.9047737121582,0.3512035954410569,38.710031,-8.953757000000003,[12732]
2099,28743,-8.651852,41.081128,69,1031.0,0,17.22630310058594,0.3127228673850237,41.081126,-8.65185,[28742]
2100,22168,-8.605746,41.017424,69,1032.0,0,89.56227111816406,0.3978000909994976,41.01742700000001,-8.605748,[22169]
2101,26098,-8.476177,40.838241,69,1032.0,0,197.8905487060547,0.24646949247447394,40.838239,-8.476177999999999,[26097]
2102,32288,-8.518071,41.084361,69,1032.0,0,37.75127792358398,2.751629213641221,41.084385,-8.518078,[32287]
2103,22343,-8.515661,41.081028,69,1032.0,0,45.53839874267578,2.7045712954769554,41.08102,-8.515638000000001,[22342]
2104,15023,-8.672688,41.155711,69,1033.0,0,38.25601577758789,1.0007557534076048,41.155711,-8.672697,[15024]
2105,22107,-8.524305,41.129756,69,1034.0,0,116.1378631591797,6.582933061085543,41.129768,-8.524363000000001,[22109]
2106,26529,-8.199032,41.22743300000001,69,1035.0,0,245.63922119140616,0.7861080483104779,41.227434,-8.199025,[26528]
2107,13753,-9.274826,38.707031,69,1035.0,1,16.98226737976074,0.45811867291933095,38.70703,-9.27483,[13754]
2108,23700,-9.131894,38.741895,69,1035.0,1,76.50804138183594,0.11119508381019508,38.741895,-9.131895,[23699]
2109,25853,-8.587235,41.203263,69,1035.0,0,83.24568939208984,2.2681671215544306,41.203243,-8.58724,[32468]
2110,19580,-8.543266000000001,39.485847,69,1035.0,1,63.87052536010742,0.7393053159485898,39.485841,-8.543263,[19579]
2111,32594,-8.453453,41.350472,69,1035.0,0,100.6183395385742,2.536246338393536,41.350463,-8.453474,[32593]
2112,1047,-8.200337,39.459065,69,1036.0,1,120.31011962890621,33.315937709635755,39.459357,-8.200258,[1034]
2113,11661,-9.326286,38.914506,69,1037.0,1,216.9002227783203,0.22239016726672825,38.914506,-9.326284,[11660]
2114,13281,-9.237325,38.71665,75,1037.0,1,87.3799057006836,1.4455360884715631,38.71665,-9.237338,[13280 13279]
2115,13282,-9.237325,38.71665,75,1037.0,1,87.3799057006836,1.4455360884715631,38.71665,-9.237338,[13280 13279]
2116,21743,-8.400126,41.539821,69,1038.0,0,204.2740783691406,0.8895606697742396,41.539821,-8.400134,[21742]
2117,4055,-9.433927,38.697287,69,1038.0,1,40.66136932373047,8.678545221048234,38.697228,-9.433875,[4058]
2118,31757,-8.661197,41.190333,69,1040.0,0,77.70952606201172,0.3297810782344795,41.190336,-8.661197,[31758]
2119,31530,-9.150184,38.636548,69,1041.0,1,19.78051948547363,1.5605971982892757,38.636547,-9.150198,[31529 31528]
2120,30720,-8.71407,41.314973,69,1042.0,0,37.47189331054688,0.7783655859640435,41.314973,-8.714077,[30719]
2121,1909,-9.231762,38.673928,69,1042.0,1,3.2062580585479736,0.8375793103573551,38.673935,-9.231765,[1908]
2122,2142,-9.125087,38.779508,69,1042.0,1,88.5696029663086,0.2461256483184717,38.77951,-9.125088,[2143]
2123,11452,-9.13968,38.920797,69,1042.0,1,129.09674072265622,1455.7701563538762,38.911123,-9.130726,[11450 11449]
2124,19533,-7.648979,37.12575800000001,69,1042.0,2,4.35263729095459,48.897468048827584,37.125523,-7.649352,[2723]
2125,27569,-8.468617,40.929946,69,1043.0,0,234.9168243408203,1.6497403144033278,40.929931,-8.468617,[27570]
2126,31520,-9.150291,38.636488,69,1044.0,1,19.91876602172852,2.182846944885092,38.636483,-9.15031,[31519]
2127,32287,-8.518078,41.084385,69,1044.0,0,37.70384979248047,2.7516292136394545,41.084361,-8.518071,[32288]
2128,15491,-8.569078,41.159336,69,1044.0,0,48.10509490966797,0.6761703325688007,41.159337,-8.569072,[15492]
2129,727,-8.030319,37.073298,145,1045.0,2,31.55638313293457,5.0888493224913445,37.073332,-8.030288,[728]
2130,31923,-8.661054,41.185757,69,1045.0,0,75.044921875,0.2480752846415619,41.185756,-8.661056,[31924]
2131,2427,-8.186725,41.251205,69,1046.0,0,183.5166931152344,0.15645438102933806,41.251204,-8.186726,[2428]
2132,27167,-9.286637,38.784339,69,1046.0,1,214.14208984375,0.15622646347623928,38.784338,-9.286636,[27166]
2133,20001,-8.552753,41.226968,69,1047.0,0,88.80052947998047,0.3481123906042911,41.226965,-8.552754,[20002]
2134,31531,-9.150167,38.636558,69,1047.0,1,19.75687980651855,2.1859697186115588,38.636548,-9.150184,[31530]
2135,30724,-8.713991,41.314805,69,1047.0,0,37.47737884521485,2.7840498890043808,41.314826,-8.714005,[30722]
2136,17012,-9.127047,38.624066,69,1047.0,1,35.00738143920898,9.099391603146127,38.624017,-9.126981,[17014]
2137,31148,-9.190248,38.66393,69,1048.0,1,67.53544616699219,4.061405785382402,38.663893,-9.190248,[31149]
2138,17837,-9.373558,38.787592,69,1048.0,1,258.733642578125,0.21942068696858505,38.78759,-9.373558,[17838]
2139,19571,-8.551801,39.490342,69,1048.0,1,60.24386978149414,739.8854691056572,39.486013,-8.546707000000001,[19594]
2140,32601,-8.414836,41.310216,69,1050.0,0,400.5801391601562,2.4265739495374112,41.31021,-8.414814999999999,[32602]
2141,24304,-9.168373,38.731396,69,1050.0,1,56.91202163696289,0.24610182124273064,38.731394,-9.168374,[24303]
2142,4058,-9.433875,38.697228,69,1051.0,1,40.61700057983398,0.4919064946437349,38.697224,-9.433873,[4059]
2143,5723,-7.899172,38.581106,145,1051.0,1,258.19326782226557,71.69829241927069,38.581679,-7.899478,[45041]
2144,27567,-8.468607,40.929844,69,1051.0,0,234.1001281738281,1.6534834701213494,40.929859,-8.468608,[27568]
2145,31550,-9.14998,38.636664,69,1051.0,1,19.51261329650879,1.4998574625305767,38.636675,-9.149972,[31544]
2146,48278,-9.115328,38.61920900000001,78,1051.0,1,15.21431350708008,0.4581305248303048,38.61921,-9.115324,[48279]
2147,16460,-8.570503,41.157273,69,1054.0,0,34.592517852783196,0.15637805388806467,41.157272,-8.570502000000001,[16459]
2148,28691,-8.607741,41.124316,69,1055.0,0,109.6996078491211,0.4397704046725319,41.12432,-8.607741,[28690]
2149,14208,-9.22692,38.70136,69,1055.0,1,16.783012390136722,47.55431815328953,38.700936,-9.226832,[47583]
2150,30972,-8.749519,41.36899,69,1055.0,0,21.69548606872559,0.1111950838101951,41.36899,-8.749518,[30971]
2151,45328,-8.957327000000003,38.714522,69,1056.0,1,21.71576690673828,52.08526896072157,38.71406500000001,-8.957202,[12923]
2152,49274,-8.584389,38.515122,88,1056.0,1,80.71422576904297,226.54879708357345,38.515794,-8.586314999999999,[49273]
2153,4850,-8.436722999999999,40.230774,69,1056.0,0,37.90266036987305,0.1099917858293676,40.230773,-8.436722999999999,[4851]
2154,32590,-8.482513,41.342139,69,1056.0,0,68.82441711425781,2.4212590439783166,41.34212,-8.482524,[32589]
2155,27154,-9.264789,38.826216,69,1056.0,1,297.4918518066406,0.10974452617238004,38.826217,-9.264789,[27155]
2156,32720,-8.626585,41.105318,69,1056.0,0,69.74661254882811,2.418616675072697,41.10534000000001,-8.626585,[32721]
2157,31284,-8.606233,41.119739,69,1057.0,0,136.6161804199219,3.6349297498991477,41.119772,-8.606231,[31281 31280]
2158,20673,-8.129116,37.10468,69,1057.0,2,25.77356338500977,0.15646554274493685,37.104679,-8.129114999999999,[20674]
2159,17420,-8.802688999999997,38.555192,69,1057.0,1,8.40758228302002,0.3126604199583715,38.555194,-8.802686999999997,[17419]
2160,49269,-9.16874,38.784905,71,1057.0,1,37.32583236694336,9.923329586581088,38.784968,-9.168676,[49268]
2161,17388,-8.854889,38.537651,69,1057.0,1,19.56766510009766,0.4581494487819852,38.537652,-8.854885000000003,[17387]
2162,18461,-9.377831,38.807847,69,1057.0,1,165.6455688476562,0.5533119514152394,38.80785,-9.377827,[18462]
2163,30718,-8.714083,41.314998,69,1058.0,0,37.4694709777832,1.0930694217527257,41.314994,-8.714091999999999,[30717]
2164,14463,-9.296237,38.708622,69,1058.0,1,64.16144561767578,0.3292040517687246,38.708625,-9.296237,[14462]
2165,4011,-9.353052,38.697279,69,1059.0,1,62.64062118530273,4.163193187978297,38.697255,-9.353023,[4010]
2166,5444,-8.437823,40.21868900000001,69,1060.0,0,21.71312713623047,0.10999147329830727,40.21869,-8.437823,[5443]
2167,22040,-8.452798,41.526127,69,1060.0,0,190.3017730712891,0.3128036553949389,41.526129,-8.4528,[22041]
2168,30418,-8.654767,41.21581,69,1061.0,0,41.104347229003906,2.6125256631789817,41.215789,-8.654778,[30417]
2169,2979,-9.078598,38.660756,69,1062.0,1,12.07735157012939,0.7023834441671772,38.660754,-9.078604,[2978]
2170,31492,-9.128028,38.620447,69,1062.0,1,36.47868347167969,3.176497826976333,38.620461,-9.128053,[31490]
2171,31258,-9.149546,38.68450900000001,69,1062.0,1,17.526176452636722,1.3892255996847376,38.68451500000001,-9.149535,[31257]
2172,31691,-8.681439,41.180737,69,1063.0,0,20.90768432617188,2.688978898058141,41.18074,-8.681415,[31693]
2173,6336,-7.258648,40.543309,145,1065.0,0,897.9064331054688,255.69189192641483,40.541993,-7.260541,[45347]
2174,10331,-9.15513,38.720056,69,1065.0,1,73.36307525634766,2.0491143742687163,38.720052,-9.155148,[10330]
2175,30970,-8.7495,41.36897,69,1066.0,0,21.74387168884277,0.22239016726672825,41.36897,-8.749502,[30969]
2176,22433,-8.40808,41.03253,69,1067.0,0,199.06439208984384,437.4464138440263,41.035588,-8.405565,[22472]
2177,23492,-9.134204,38.710054,69,1068.0,1,20.21938705444336,0.3125194535758183,38.710056,-9.134206,[23493]
2178,19404,-8.478458999999999,41.33322,69,1068.0,0,99.93850708007812,0.3978913649066759,41.333223,-8.478461,[19405]
2179,30527,-8.639137,41.222187,69,1068.0,0,64.99327087402344,3.031508886490156,41.222198,-8.639111999999999,[30526]
2180,5309,-8.44842,40.181954,69,1069.0,0,152.9205780029297,1085.70524792653,40.175727,-8.440844,[5199]
2181,18270,-9.377782,38.8079,69,1069.0,1,165.3854064941406,7.424820826009163,38.80785,-9.377827,[18462]
2182,11673,-9.291224,38.919216,69,1070.0,1,203.0590362548828,0.8087157519258056,38.919218,-9.291231,[11672]
2183,32589,-8.482524,41.34212,69,1070.0,0,68.80380249023439,2.421259043975768,41.342139,-8.482513,[32590]
2184,1024,-8.200248,39.457257,69,1071.0,1,110.2561874389648,34.02137295442788,39.45733900000001,-8.199953,[1029 1028]
2185,7136,-8.806972,39.742856,69,1072.0,1,40.32215881347656,0.4689879462382467,39.742859,-8.806969,[7135]
2186,2985,-9.078481,38.660955,69,1072.0,1,12.36277103424072,0.2480199599680636,38.660954,-9.078483,[2986]
2187,19260,-9.265757,38.7557,69,1073.0,1,123.7228469848633,0.34750323625174,38.755703,-9.265756,[19259]
2188,545,-9.43379,38.697611,71,1073.0,1,39.53413009643555,20.28599681796,38.697449,-9.433878,[3703]
2189,46377,-8.608765,41.199024,69,1073.0,0,81.77465057373047,0.21988460742773847,41.199022,-8.608765,[46374]
2190,18761,-9.304422,38.768722,69,1073.0,1,141.222412109375,0.4581164519473483,38.768723,-9.304426,[18760]
2191,31967,-8.646479,41.177114,69,1074.0,0,75.59890747070312,2.5248144113846065,41.177128,-8.646497,[31968]
2192,17749,-8.360673,37.102749,69,1075.0,2,7.691657066345215,99.55248929498691,37.101952,-8.361097000000001,[17757]
2193,49283,-8.243323,37.924333,88,1077.0,2,101.8454971313477,7455.514504652619,37.988309,-8.265391000000001,[48877]
2194,5188,-8.436108,40.231746,69,1077.0,0,47.97498321533203,0.10999196093615067,40.231747,-8.436108,[5189]
2195,18172,-9.326456,38.853679,69,1077.0,1,139.6683197021484,3.8928439409595454,38.853713,-9.326446,[18171]
2196,31543,-9.15004,38.636636,69,1078.0,1,19.56857681274414,1.0067590388234615,38.636635,-9.150031,[31548]
2197,20694,-7.923176,40.673671,89,1078.0,0,468.8604125976562,261.3468951674858,40.675791,-7.924232000000001,[20829]
2198,46376,-8.60878,41.199026,69,1078.0,0,81.77877044677734,0.2198845987127362,41.199024,-8.60878,[46375]
2199,5357,-8.379499000000001,40.210506,69,1079.0,0,271.0791015625,824.5717289565982,40.213179,-8.386427000000001,[5272]
2200,29373,-9.20259,38.751133,69,1079.0,1,80.10121154785156,1.8618473482309688,38.751128,-9.202606,[29371]
2201,1048,-8.200821000000001,39.461832,69,1079.0,1,146.0490417480469,154.63875569457775,39.460971,-8.199722,[1032]
2202,1780,-9.212675,38.663315,69,1080.0,1,101.70938110351558,0.5977443992419799,38.663317,-9.21268,[1781]
2203,28305,-8.630185,41.02170200000001,69,1080.0,0,38.99753952026367,0.10993607387442972,41.021703,-8.630185,[28306]
2204,6453,-8.380784,41.442761,69,1080.0,0,142.0245208740234,8.888477809235937,41.44271,-8.380722,[6455]
2205,26937,-9.100509,38.557385,69,1081.0,1,67.55821228027344,0.8853735490080229,38.557393,-9.10051,[26938]
2206,46552,-8.596291,41.170306,145,1081.0,0,131.6896057128906,12.103016830291192,41.170335,-8.596396,[29876]
2207,6297,-7.503786999999999,40.136908,69,1082.0,0,506.3739318847656,28.61379913751017,40.137165,-7.503823,[6298 6299]
2208,2988,-9.078581,38.66091,69,1082.0,1,12.309839248657232,0.3511917240723547,38.660909,-9.078584,[2989]
2209,20057,-8.451300999999999,41.226729,69,1082.0,0,117.23309326171879,0.10998763207603228,41.22673,-8.451300999999999,[20058]
2210,32768,-8.561286,41.081847,69,1083.0,0,134.7298431396484,3.1134623443867837,41.081847,-8.561258,[32769]
2211,14784,-8.272236,41.212274,69,1084.0,0,341.1266479492188,0.6671705023306788,41.212274,-8.27223,[14783]
2212,20340,-8.734007,41.354254,69,1084.0,0,10.40554332733154,0.4690334784224888,41.354257,-8.734003999999999,[20339]
2213,13790,-9.306906,38.695648,69,1084.0,1,53.75139236450195,44.86347595878966,38.695986,-9.306679,[14243]
2214,21227,-9.154592,38.720319,69,1085.0,1,73.47492980957031,0.2223901674435592,38.720319,-9.15459,[21226]
2215,7542,-9.201745,38.750837,69,1086.0,1,80.76151275634766,1.7247459900850557,38.750833,-9.20173,[7541]
2216,18748,-9.229862,38.79991,69,1086.0,1,233.8330078125,0.5487770944440716,38.799905,-9.229862,[18749]
2217,31158,-9.190226,38.664027,69,1086.0,1,68.53884887695311,10.924877650528149,38.66393,-9.190248,[31148]
2218,19254,-9.266008,38.755638,69,1088.0,1,123.5956878662109,0.3973051527167632,38.755641,-9.266006,[19253]
2219,31437,-9.101025,38.609957,69,1089.0,1,28.87459754943848,2.6127204690487407,38.609971,-9.101044,[31436]
2220,17759,-8.337876,37.123131,69,1089.0,2,44.59622573852539,0.8647110594027959,37.123136,-8.33787,[17758]
2221,11671,-9.322067,38.921084,69,1089.0,1,255.6415557861328,0.4527726649215851,38.921088,-9.322068,[11670]
2222,18099,-9.345075,38.789601,69,1091.0,1,172.8159484863281,154.9094658273925,38.790199,-9.346337,[48344]
2223,7761,-9.142116,38.715729,69,1091.0,1,22.96271705627441,0.24611628755950785,38.715731,-9.142117,[7760]
2224,27292,-9.313106,38.795653,69,1091.0,1,166.0144500732422,2.1974030212882827,38.795633,-9.313105,[27293]
2225,22064,-8.404966,41.535216,69,1091.0,0,248.5617828369141,0.11119508345653306,41.535216,-8.404964999999999,[22065]
